,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
1139,16995,2016.0,11,2133,6,8,2,132098.0,0,0,3,13,10
2129,3800,2001.0,5,1858,6,8,2,88741.94803113553,0,0,3,13,12
5057,32885,2013.0,5,678,6,8,2,55595.0,0,1,3,2,0
2778,16995,2007.0,12,1536,0,6,2,153778.0,0,0,0,13,0
9295,32988,2013.0,4,870,6,6,2,75765.0,0,0,0,0,0
5150,15975,2016.0,17,1710,6,3,2,40178.0,0,0,1,0,10
5153,29561,2017.0,34,2026,6,5,2,27344.0,0,0,2,8,1
9454,34995,2016.0,11,979,6,6,4,34007.0,0,0,2,8,5
2,4900,2006.0,2,2264,2,5,2,87046.0,0,0,3,0,1
9572,38995,2016.0,11,958,6,5,2,48487.0,0,0,0,8,8
8149,10995,2008.0,12,368,6,8,2,116041.0,0,0,3,12,12
9888,39499,2016.0,11,949,0,5,2,54000.0,0,0,0,10,10
23,20990,2012.0,11,1516,2,6,2,37234.0,0,2,2,3,8
4551,10995,2015.0,25,1580,2,3,2,111265.0,0,0,1,0,8
1718,3800,2007.0,11,912,6,8,2,88741.94803113553,0,0,3,13,12
2107,2400,2005.0,6,2113,2,5,2,88741.94803113553,0,0,1,5,1
8414,13750,2011.0,8,1372,0,5,2,41973.0,0,0,0,0,11
516,17500,2012.0,19,1285,2,6,2,143651.0,0,0,0,0,0
1869,12200,2014.0,35,1234,0,8,0,54000.0,0,0,3,13,0
6729,23995,2018.0,11,2131,0,3,2,6377.0,0,0,1,11,10
5268,40990,2013.0,2,1433,2,6,2,30942.0,0,2,2,3,1
6646,24999,2015.0,30,892,0,3,2,63654.0,0,0,0,0,8
6080,12999,2011.0,8,1540,2,5,2,93759.0,0,0,0,0,8
5890,24995,2015.0,29,87,6,8,2,87915.0,0,0,0,8,12
739,0,2014.0,37,264,6,8,0,88741.94803113553,0,0,3,13,12
5018,45000,2018.0,36,2281,0,8,2,41454.0,0,0,3,0,10
8925,16999,2004.0,11,1082,6,6,0,93529.0,0,0,0,8,9
7742,0,2013.0,11,989,6,8,2,88741.94803113553,0,0,3,13,12
5875,18900,2018.0,32,1147,0,3,2,49400.0,1,0,0,0,9
1514,11831,2016.0,6,59,6,8,2,83513.0,0,0,1,13,8
9953,9995,2007.0,13,1716,6,8,2,188444.0,0,0,3,8,12
8060,39888,2017.0,5,1860,6,6,2,19641.0,0,0,0,10,10
4090,22500,2017.0,1,1648,6,3,2,71636.0,0,0,3,0,10
577,17897,2018.0,3,846,6,3,2,40284.0,0,2,1,0,9
7992,0,2017.0,11,998,6,6,2,64110.0,0,0,0,10,12
6469,12995,2006.0,5,1860,6,6,2,115011.0,0,0,0,8,4
5847,7495,2007.0,34,1817,6,5,2,139081.0,0,0,1,7,3
1166,6580,2010.0,26,402,6,8,2,88741.94803113553,0,0,3,13,12
9986,30990,2014.0,34,1128,2,5,2,51072.0,0,2,3,7,10
7186,9995,2012.0,11,1143,0,3,2,108430.0,0,0,1,9,9
3401,3900,2007.0,4,723,6,8,2,244110.0,0,0,3,9,10
5666,2750,2007.0,5,1318,2,5,2,178000.0,0,0,1,3,1
7709,38750,2020.0,13,1623,0,5,2,8951.0,0,0,0,0,10
968,23990,2014.0,17,2250,3,5,2,88741.94803113553,0,0,0,6,9
5513,4500,2004.0,5,2057,6,8,2,88741.94803113553,0,0,3,13,12
503,6580,2010.0,26,402,6,8,2,88741.94803113553,0,0,3,13,12
2628,31990,2016.0,11,1050,2,6,4,24208.0,0,0,0,8,12
4192,3499,2001.0,23,1270,0,6,2,154500.0,0,0,1,13,12
3410,22990,2012.0,11,1515,2,6,2,18698.0,0,2,2,7,9
5845,12995,2013.0,17,1610,6,3,2,48342.0,0,0,0,0,3
3017,13500,2008.0,5,2002,2,6,2,159900.0,0,0,2,0,10
397,19900,2013.0,12,1824,2,6,2,105487.0,0,0,2,10,10
7421,13499,2017.0,11,1134,6,3,2,51960.0,0,0,1,9,9
1535,4980,2006.0,34,538,6,8,2,88741.94803113553,0,0,3,13,12
588,15995,2014.0,4,1990,0,5,2,88741.94803113553,0,0,1,0,4
1494,8500,2006.0,6,133,6,5,2,101938.0,0,2,2,9,12
617,1000,2020.0,37,327,0,7,4,88741.94803113553,0,2,3,1,4
792,33990,2018.0,5,532,2,6,2,10579.0,0,2,2,3,8
1068,5900,2008.0,20,1477,2,5,2,150328.0,0,0,1,9,3
5352,31990,2020.0,11,1686,2,8,2,5012.0,0,0,0,8,1
2158,0,2009.0,37,296,6,8,0,224000.0,0,2,3,1,10
9159,32789,2019.0,12,368,6,8,2,88741.94803113553,0,0,0,13,12
6234,23194,2017.0,5,526,6,5,2,74901.0,0,0,2,3,10
3873,21000,2015.0,34,2032,0,5,2,146464.0,0,0,0,10,2
1362,19990,2016.0,3,559,2,8,2,37913.0,0,2,1,7,0
8482,20999,2019.0,5,2156,6,3,2,14227.0,0,0,0,0,0
1513,1500,1997.0,21,213,2,5,2,193000.0,0,0,1,9,4
5511,4900,1998.0,29,5,0,8,2,88741.94803113553,0,0,0,8,1
8181,49995,2019.0,1,1662,0,5,2,19449.0,0,0,0,0,5
9848,11920,2012.0,35,2093,0,3,2,66000.0,0,0,0,0,1
7041,19991,2019.0,18,1567,6,3,2,25862.0,0,0,1,9,5
551,16980,2017.0,11,2131,2,5,2,85566.0,0,0,2,11,0
3681,12000,2012.0,17,1255,2,5,2,121000.0,0,0,2,0,8
2252,2600,2004.0,34,1817,1,5,2,240000.0,0,0,1,5,10
6302,23000,2009.0,29,5,6,8,2,88741.94803113553,1,0,3,13,12
9671,11500,2012.0,1,353,0,3,0,64000.0,0,0,1,4,9
7213,21499,2015.0,32,1575,6,5,2,69667.0,0,0,3,0,0
8512,17999,2018.0,11,2139,6,3,2,20300.0,0,0,1,11,10
118,39590,2017.0,34,2183,2,6,2,19725.0,0,0,3,8,10
9872,9888,2016.0,11,1136,2,8,2,82127.0,0,0,3,9,0
6464,48000,2018.0,17,2235,6,8,2,21558.0,0,0,3,13,12
2829,28977,2014.0,17,2244,6,5,2,92900.0,0,0,0,0,10
975,30888,2019.0,34,436,3,5,2,18482.0,0,0,1,9,10
6964,2500,2008.0,5,438,2,3,2,148000.0,0,0,1,9,0
4689,14331,2014.0,13,687,6,3,2,100375.0,0,0,1,0,12
3558,4995,2003.0,11,1507,2,5,2,199786.0,0,0,2,3,3
7522,0,2017.0,29,163,6,5,0,51868.0,0,0,0,10,12
2448,24500,2015.0,5,1860,3,6,2,109000.0,0,0,0,10,4
7395,16999,2020.0,5,2156,6,3,2,4274.0,0,0,0,0,10
6448,531,2013.0,29,87,6,5,0,128445.0,0,0,0,10,12
8294,29995,2014.0,1,1989,0,5,2,52709.0,0,0,0,0,0
7802,5700,2009.0,11,1134,6,8,2,88741.94803113553,4,0,3,13,12
7471,28999,2017.0,22,1223,0,3,2,25432.0,0,0,0,0,9
102,4,1961.0,11,1106,6,8,2,88000.0,2,1,3,13,12
4904,9655,2013.0,11,873,6,3,2,116421.0,0,0,0,0,5
4094,19995,2014.0,5,1860,6,8,5,194976.0,6,3,3,13,12
3341,16500,2003.0,22,1935,6,6,2,56096.0,0,0,2,2,9
7242,25790,2019.0,32,1575,6,8,2,17877.0,0,0,0,12,1
5687,8950,2014.0,5,1442,0,3,2,119588.0,0,0,1,9,0
4218,0,2012.0,34,1692,0,3,2,33000.0,0,0,3,0,0
2870,28989,2016.0,37,253,6,6,2,54700.0,0,0,2,8,10
9535,3295,2011.0,34,1799,2,3,2,193123.0,0,1,1,12,1
7234,34425,2018.0,29,5,6,8,2,88741.94803113553,0,0,0,8,8
2815,13744,2014.0,13,600,6,3,2,53037.0,0,0,1,3,0
4249,7950,2005.0,19,894,0,5,2,169731.0,0,0,1,0,9
5114,21865,2015.0,2,123,0,8,2,21027.0,0,0,0,12,9
6174,22995,2015.0,1,1653,0,3,2,97509.0,0,0,0,0,10
9225,1500,1996.0,5,1905,2,6,2,88741.94803113553,0,0,0,8,8
7899,67000,2016.0,5,678,3,6,2,4728.0,0,0,2,3,8
9529,1995,2007.0,36,1772,2,4,2,88741.94803113553,0,0,1,9,5
8306,22995,2012.0,5,2057,6,8,4,109937.0,0,0,0,0,12
8590,18999,2015.0,8,581,6,5,2,101328.0,0,0,2,9,10
1708,7480,2013.0,26,1381,6,8,2,88741.94803113553,0,0,3,13,12
4545,0,2012.0,8,583,0,6,2,75000.0,0,0,3,13,0
1759,3950,2014.0,26,1808,6,3,2,143309.0,0,0,1,13,5
3773,10990,2010.0,34,1692,2,3,2,113641.0,0,0,1,0,0
6192,34995,2015.0,11,1015,0,6,2,62900.0,0,0,0,8,5
3082,25000,1966.0,11,1507,3,6,2,88741.94803113553,0,1,2,3,10
5461,12950,2013.0,2,150,0,5,2,85798.0,0,0,2,9,1
1712,1200,2001.0,5,1316,6,8,2,88741.94803113553,0,0,3,13,12
8098,6995,2008.0,26,1726,0,3,2,144347.0,0,0,1,0,10
7865,24200,2013.0,29,15,0,6,2,89515.0,1,0,0,8,10
6539,12995,2008.0,34,1815,3,6,2,125239.0,0,0,3,0,5
741,54995,2017.0,29,157,0,8,0,95930.0,0,0,0,8,8
1722,33000,2016.0,12,2310,0,6,2,83000.0,0,0,2,13,5
6731,20995,2015.0,2,2263,0,5,2,80651.0,0,0,0,0,10
3774,9950,2014.0,5,1316,6,8,2,88741.94803113553,4,0,3,13,12
3677,3550,2003.0,34,662,1,3,2,146000.0,0,0,1,9,10
4105,37995,2018.0,29,108,6,8,5,105749.0,6,0,0,8,12
7919,10999,2009.0,32,1147,6,3,2,84430.0,0,0,3,0,4
4518,0,2016.0,29,21,3,6,2,83869.0,0,0,2,10,9
7837,15995,2008.0,4,869,3,6,2,146003.0,0,0,0,0,0
1403,35990,2016.0,11,2018,2,6,0,161669.0,0,0,0,13,10
6140,5000,2000.0,1,359,0,8,2,164000.0,0,1,0,9,9
5566,13500,2014.0,13,717,2,3,2,98137.0,0,0,3,0,8
1581,28995,2015.0,5,1907,6,8,2,122435.0,0,0,3,13,10
2935,15542,2014.0,34,432,6,5,2,78934.0,0,0,1,9,8
3475,8990,1999.0,29,87,2,5,2,238126.0,0,0,2,10,4
7863,21000,2013.0,12,1824,3,8,2,85000.0,0,0,3,13,12
1222,4980,2006.0,3,1423,0,8,2,88741.94803113553,0,0,3,13,0
7831,32999,2013.0,37,322,2,6,2,47500.0,0,0,0,13,1
2301,20948,2017.0,11,912,6,8,2,88741.94803113553,0,0,3,13,12
9566,17990,2012.0,22,786,2,5,2,72436.0,0,0,2,9,0
6052,15999,2011.0,11,912,6,5,2,83619.0,0,0,0,0,2
9212,39888,2015.0,12,1824,6,6,2,52090.0,0,0,0,10,1
2482,4700,2006.0,6,129,2,6,2,116000.0,0,0,3,9,9
2730,5800,2008.0,8,1246,6,8,2,174651.0,5,0,3,13,12
7702,22995,2019.0,8,1367,6,8,2,11100.0,0,0,3,4,10
1590,1600,2014.0,11,1130,2,5,2,88741.94803113553,0,0,3,13,12
5189,0,2006.0,11,1032,3,6,2,88741.94803113553,0,0,2,13,9
7491,21881,2020.0,34,662,6,8,2,88741.94803113553,0,0,1,9,1
669,38800,2018.0,11,1079,6,6,0,101856.0,0,0,0,13,10
2438,24383,2017.0,11,827,6,8,2,88741.94803113553,0,0,3,13,12
3805,9500,2014.0,26,1177,2,5,2,184000.0,1,0,3,8,10
3886,22990,2014.0,13,1720,2,5,2,56196.0,0,2,0,8,0
3576,27590,2014.0,34,2189,2,6,2,82764.0,0,2,3,8,10
4298,24990,2018.0,17,1255,6,5,2,51782.0,0,0,2,0,0
4375,0,2012.0,34,1692,0,3,2,33000.0,0,0,3,0,0
7956,19999,2015.0,0,1702,0,5,2,74749.0,0,0,0,0,0
5082,22998,2017.0,13,687,6,3,2,57928.0,0,0,0,0,8
8662,10999,2012.0,11,1178,6,5,4,103112.0,0,0,3,9,1
3990,1660,1998.0,11,2067,2,5,2,88741.94803113553,0,0,3,13,10
7714,13750,2018.0,10,194,0,3,2,3612.0,0,0,1,4,10
3378,9975,2009.0,34,1293,6,8,3,172519.0,0,0,3,13,12
6037,23999,2011.0,11,1062,0,6,0,69818.0,0,0,0,8,1
8972,22999,2019.0,8,1246,6,5,2,45362.0,0,0,1,5,12
5244,0,2019.0,37,234,0,8,2,0.0,0,0,3,13,12
1547,15900,2006.0,11,1005,2,6,0,141530.0,0,0,0,10,3
6952,25995,2018.0,21,739,0,3,2,10380.0,0,0,0,0,1
1205,29900,2018.0,8,1246,6,5,2,46000.0,0,0,1,13,9
236,4980,2006.0,34,538,6,8,2,88741.94803113553,0,0,3,13,12
9154,15988,2015.0,11,1178,6,3,2,27520.0,0,0,1,9,10
5273,5500,2005.0,26,1503,3,5,2,118500.0,0,0,1,0,6
1970,27875,2008.0,5,678,6,8,2,49166.0,0,0,3,3,8
406,45000,2001.0,11,897,0,0,2,88000.0,0,0,0,0,1
8411,25995,2017.0,17,1710,6,8,2,27679.0,0,0,3,0,10
400,26900,2016.0,11,2008,2,6,2,31124.0,0,0,2,10,10
2927,3999,2008.0,3,843,6,8,2,175000.0,0,0,3,13,12
536,9980,2008.0,34,181,2,5,2,149063.0,0,0,2,0,9
7580,10999,2018.0,11,1108,6,3,2,42009.0,0,0,1,9,9
9673,36995,2019.0,5,1890,2,5,2,4040.0,0,0,3,8,10
3724,33995,2017.0,5,2000,0,8,2,104857.0,0,0,0,13,10
2294,7500,2005.0,5,9,0,6,2,225566.0,0,0,2,13,12
5756,11995,2013.0,11,2070,3,5,2,89700.0,0,0,3,9,10
5724,18495,2017.0,5,854,6,8,2,49735.0,0,0,3,0,1
9380,28000,2019.0,13,717,0,3,2,10761.0,1,0,0,0,0
7283,17988,2018.0,5,704,6,8,2,88741.94803113553,0,0,1,9,9
6010,3800,2006.0,34,663,0,3,2,88741.94803113553,0,0,1,9,12
763,26995,2012.0,11,981,0,8,0,210590.0,0,0,0,8,10
4818,23300,2020.0,34,538,6,8,2,88741.94803113553,0,0,3,13,12
6790,3300,2007.0,15,1204,2,5,2,93000.0,0,0,2,3,0
1384,14750,1999.0,29,89,2,5,0,254000.0,0,0,0,10,0
8764,0,2012.0,11,998,6,6,0,113251.0,0,0,0,10,12
8491,29999,2013.0,11,949,6,5,2,54216.0,0,0,0,10,5
829,28990,2018.0,34,2036,2,5,2,12719.0,0,2,3,8,10
8980,25495,2019.0,3,846,2,8,2,21295.0,0,0,3,0,8
4582,0,2014.0,5,1436,0,8,2,42000.0,0,0,3,13,9
1796,18950,2011.0,34,2026,0,8,2,88741.94803113553,0,0,3,13,0
681,14995,2004.0,12,1844,0,8,0,206810.0,0,0,0,8,10
9314,41995,2019.0,34,2026,6,8,2,88741.94803113553,0,0,3,13,12
1463,3500,2007.0,34,541,6,3,5,237560.0,0,0,2,9,9
4884,15999,2019.0,11,1183,6,3,3,28399.0,0,0,1,9,3
221,9988,2006.0,17,2231,6,8,2,88741.94803113553,0,1,3,13,12
1202,8500,2008.0,5,1860,6,6,2,224000.0,0,0,2,13,12
432,7980,2014.0,11,886,6,8,2,88741.94803113553,0,0,3,13,12
3385,6800,2008.0,34,1692,6,8,2,88741.94803113553,0,0,3,13,12
709,3000,2012.0,13,609,0,3,2,121501.0,0,1,1,9,8
4791,22900,2014.0,37,344,6,5,2,58455.0,6,0,2,11,10
6999,5500,2003.0,11,949,2,6,2,149071.0,0,0,0,8,10
3602,26000,2017.0,29,87,2,6,2,103100.0,1,0,2,10,10
2250,3000,1993.0,11,949,1,6,2,190000.0,0,0,2,9,9
307,3999,2002.0,19,862,6,5,2,223526.0,0,0,1,9,1
8574,15999,2009.0,32,1324,6,3,2,69201.0,0,1,3,9,10
2493,10890,2013.0,18,1571,6,8,2,48677.0,0,0,3,13,12
4811,3900,2008.0,34,538,2,3,2,223000.0,0,0,1,9,12
6458,757,2015.0,29,207,6,5,0,60857.0,0,0,0,10,12
7276,25995,2019.0,17,644,6,3,2,34120.0,0,0,0,0,1
4156,25995,2018.0,11,1049,6,8,2,68011.0,0,0,3,13,5
260,3000,1991.0,11,783,2,6,2,88741.94803113553,0,0,2,11,10
3655,5900,2006.0,26,2291,2,5,2,109300.0,0,0,2,13,8
9616,10889,2012.0,5,2057,6,6,4,191492.0,0,0,0,0,9
9931,2995,2006.0,26,1503,2,5,2,197259.0,0,0,1,0,0
7,41990,2012.0,5,535,2,6,2,2778.0,0,2,2,3,8
2693,2800,1999.0,13,600,6,3,2,88741.94803113553,0,0,3,3,9
914,15990,2010.0,22,786,2,5,2,63804.0,0,0,2,9,0
1783,36990,2016.0,5,2004,3,6,2,88741.94803113553,0,0,2,0,0
9430,33990,2018.0,5,1863,2,6,2,1506.0,0,0,3,8,0
3229,5995,2010.0,21,745,0,3,2,115499.0,0,0,1,0,8
5386,12950,2013.0,26,416,2,6,2,137218.0,0,0,2,0,10
3827,27800,2018.0,13,1559,0,8,2,27800.0,4,0,1,13,2
1317,6499,2009.0,34,538,0,3,2,197129.0,0,0,1,9,9
1854,7470,2010.0,5,2149,6,5,2,166826.0,6,1,2,0,12
9739,1200,1993.0,26,1452,2,5,2,127000.0,0,0,3,9,5
8783,16999,2013.0,1,1648,6,3,2,109671.0,0,0,3,0,1
456,37350,2016.0,11,949,6,5,2,57838.0,0,0,0,8,0
8071,65956,2019.0,29,157,6,5,0,35862.0,0,0,0,10,8
9735,33990,2016.0,12,1828,2,6,2,33588.0,0,0,3,8,10
2990,18900,2012.0,5,1893,6,8,2,151000.0,0,0,3,13,12
5368,4900,2012.0,36,1775,6,8,2,119500.0,0,0,3,9,9
449,10987,2010.0,3,1393,6,5,2,120950.0,0,2,1,9,8
4419,31445,2016.0,12,1824,6,6,2,96528.0,0,0,0,8,3
8451,3500,2006.0,5,1436,2,8,2,115580.0,0,0,1,9,10
9836,27590,2019.0,29,18,2,6,2,22579.0,0,2,3,8,8
9029,9900,2017.0,17,1610,6,3,2,79364.0,4,0,0,0,1
7390,32995,2015.0,12,2303,3,6,2,91214.0,0,0,0,0,3
7183,11995,2010.0,13,392,0,3,2,90167.0,0,0,1,9,5
2047,4980,2008.0,26,1727,6,8,2,88741.94803113553,0,0,3,13,12
4668,2999,2004.0,3,1709,6,8,2,88741.94803113553,0,0,3,13,12
7966,13999,2014.0,32,1324,0,3,2,48003.0,0,0,0,9,10
1125,1950,1993.0,37,241,2,5,2,0.0,0,0,2,0,4
9692,28990,2018.0,29,34,2,5,2,26715.0,0,2,0,8,0
5727,20995,2019.0,8,1246,6,8,4,40599.0,0,0,1,5,10
3527,15900,2017.0,26,1600,6,8,2,67099.0,0,0,0,12,8
1196,15500,1976.0,5,678,2,6,2,44000.0,0,0,2,7,8
4540,14890,2016.0,11,2135,3,3,2,103795.0,0,0,2,0,10
9255,20988,2019.0,5,854,6,3,2,11705.0,0,0,0,0,10
7866,40194,2017.0,26,2096,6,6,2,34551.0,0,0,0,10,8
6082,24999,2014.0,2,2275,2,5,2,76424.0,0,0,0,0,0
4521,0,2013.0,19,864,3,5,2,90950.0,0,0,1,9,9
1361,24590,2017.0,5,528,2,8,2,7240.0,0,2,2,7,9
9300,39888,2018.0,11,949,6,5,2,34611.0,0,0,0,10,8
625,34995,2016.0,17,2231,2,5,2,46437.0,0,0,0,0,8
8930,41999,2017.0,5,1860,6,6,2,29471.0,0,0,0,10,8
2963,8995,2016.0,35,1354,0,3,2,57500.0,0,1,1,13,5
8981,7995,2011.0,18,1805,2,8,2,117040.0,0,0,1,13,8
8269,19995,2014.0,21,1521,6,3,2,6765.0,0,0,2,2,12
7278,26490,2019.0,34,1692,6,8,2,21908.0,0,0,0,12,10
6370,14194,2011.0,15,895,6,5,2,76968.0,0,0,0,0,9
8754,40999,2016.0,12,2310,6,6,2,73600.0,0,0,0,0,5
1305,18300,2016.0,11,2131,0,5,2,113121.0,0,0,2,11,10
6154,22995,2017.0,26,1732,6,8,2,88741.94803113553,0,0,0,4,6
4705,6499,2006.0,11,899,6,6,2,189333.0,0,0,2,0,10
4990,7995,2008.0,34,541,0,3,3,113668.0,0,0,1,9,10
3503,49900,2018.0,2,2274,0,6,2,46000.0,0,0,0,7,5
7743,24995,2008.0,11,976,6,8,0,164447.0,0,0,0,8,0
9109,7900,2007.0,11,912,6,5,2,100764.0,0,0,0,0,10
3116,17900,2015.0,11,1062,6,8,2,162000.0,0,0,3,13,12
8904,6785,2013.0,37,332,6,3,2,143783.0,0,1,1,7,3
7571,29988,2017.0,26,1605,6,8,2,16231.0,0,0,0,0,9
6440,467,2007.0,29,87,6,5,0,104392.0,0,0,0,10,12
7294,4000,1999.0,2,2316,2,5,2,150000.0,0,1,2,13,8
5594,24988,2017.0,21,739,6,3,2,23553.0,0,0,0,0,5
7931,7800,2011.0,14,1947,0,3,2,138000.0,0,0,1,9,8
8146,3500,1999.0,11,1678,1,5,2,88741.94803113553,0,1,0,8,12
9862,31499,2019.0,5,484,2,5,2,24657.0,0,0,3,0,8
4184,17125,2013.0,34,2026,6,8,2,128340.0,0,0,1,8,12
7805,12900,2010.0,8,1252,2,5,2,162.0,0,0,1,5,9
5362,39590,2017.0,34,2183,2,6,2,19725.0,0,0,3,8,10
5560,4000,2003.0,3,1407,0,5,2,76000.0,0,0,2,9,12
3418,6750,2012.0,5,555,6,6,2,88741.94803113553,0,0,3,13,12
6566,16991,2016.0,18,1567,6,3,2,15869.0,0,0,1,9,10
2175,22500,2016.0,11,923,6,8,2,39000.0,0,0,3,13,12
3069,20590,2012.0,15,1198,2,5,4,45984.0,0,0,3,3,0
1921,3450,2004.0,11,952,6,6,2,0.0,6,1,2,8,5
3617,9990,2014.0,14,1945,2,3,2,109086.0,0,0,1,9,10
9125,1500,2001.0,3,1407,6,8,2,88741.94803113553,0,0,3,7,12
5813,29995,2019.0,26,1600,6,8,2,20676.0,0,0,0,12,10
1809,20990,2020.0,34,666,2,8,2,6810.0,0,0,1,9,0
4372,3750,1994.0,11,1057,6,8,2,88741.94803113553,0,0,3,13,12
4143,1500,2013.0,6,59,6,8,2,88741.94803113553,0,0,3,13,12
1358,1500,2007.0,37,326,1,5,2,88741.94803113553,0,0,1,0,7
4636,2999,2002.0,11,2067,0,8,2,100500.0,0,0,3,9,12
6653,14995,2011.0,29,2321,6,8,4,152154.0,0,0,0,8,12
1509,4995,2006.0,13,1550,0,5,2,150000.0,0,0,1,5,9
4393,29990,2017.0,29,1616,6,6,2,32187.0,0,0,0,8,0
4300,4250,2004.0,37,289,6,8,0,88741.94803113553,0,0,3,13,12
8300,18495,2012.0,5,2057,6,8,4,147904.0,0,0,0,0,12
4722,5995,2004.0,5,483,2,5,2,153319.0,0,0,2,0,8
684,31150,2017.0,22,503,6,3,2,23665.0,0,0,2,3,9
775,22990,2017.0,35,1238,2,8,2,18343.0,0,2,1,9,1
5549,8500,2016.0,18,1975,2,3,2,89800.0,0,0,1,9,8
3142,10750,2010.0,19,1303,2,3,3,88741.94803113553,0,0,1,9,0
2586,13000,2011.0,11,1507,6,6,2,88741.94803113553,0,0,3,13,10
4081,0,2006.0,34,181,6,5,2,199480.0,0,0,0,0,9
9690,40990,2014.0,16,1030,2,6,0,13002.0,0,0,2,7,4
3806,18990,2014.0,2,123,6,3,2,53352.0,0,0,3,9,10
3298,34900,2017.0,11,1062,6,8,2,91000.0,0,0,3,13,12
9498,22284,2020.0,5,2159,2,8,2,10.0,0,0,3,0,10
2261,7500,2007.0,4,723,0,5,2,88741.94803113553,0,0,3,13,12
9482,62995,2020.0,5,1919,6,6,4,12518.0,0,0,0,8,10
7814,13995,2009.0,32,1324,6,3,2,91233.0,0,1,3,12,8
1757,39500,2015.0,22,1770,0,8,2,88741.94803113553,0,0,3,13,0
2248,27955,2019.0,29,20,6,8,2,88741.94803113553,0,0,3,13,12
5831,11995,2003.0,17,2231,3,5,2,133631.0,0,1,0,6,1
1263,30777,2015.0,5,1998,6,8,2,100124.0,0,0,0,13,0
3853,15590,2010.0,19,1347,2,5,2,64511.0,0,2,2,9,8
4225,12995,2015.0,17,1610,6,3,2,52137.0,0,0,1,0,5
3843,13900,2017.0,26,402,6,3,2,50866.0,0,0,1,9,0
8104,10995,2017.0,18,1721,3,8,2,54037.0,0,1,3,9,0
3986,12900,2008.0,22,480,0,6,2,160852.0,0,0,2,9,0
7456,6500,2012.0,35,1589,3,4,2,98000.0,0,0,1,9,1
4364,39488,2018.0,34,181,3,5,2,33414.0,0,0,2,0,1
309,8000,2015.0,11,1185,2,3,2,112000.0,0,0,1,9,0
4470,15497,2012.0,5,933,0,6,2,67955.0,0,0,2,11,4
9140,17988,2019.0,26,402,6,3,2,35387.0,0,0,1,9,9
3693,11999,2007.0,5,1928,2,6,2,170000.0,0,0,0,10,12
7019,22288,2012.0,17,2244,0,5,2,78545.0,0,0,0,0,8
584,7995,2007.0,34,549,0,3,2,88741.94803113553,0,0,1,9,9
1172,199,2017.0,8,581,6,8,2,88741.94803113553,0,0,3,13,12
9947,32995,2012.0,5,1858,6,8,4,87588.0,0,0,0,8,10
4710,0,2014.0,37,264,6,8,0,88741.94803113553,0,0,3,13,12
4783,15500,2015.0,37,82,0,8,2,95220.0,0,0,3,2,9
9738,14590,2015.0,13,606,2,8,2,81815.0,0,0,1,3,12
5185,8950,2006.0,19,1754,0,5,2,149595.0,0,0,1,0,9
2956,37000,2015.0,5,1860,3,6,2,96799.0,1,0,0,10,10
8631,9749,2007.0,37,272,6,4,2,130545.0,0,1,0,0,8
1574,23995,2006.0,5,678,6,8,2,48026.0,0,0,3,13,8
6104,26999,2016.0,2,2272,6,5,2,83250.0,0,2,0,0,5
2287,2000,1998.0,26,1600,2,5,2,203000.0,0,0,0,0,0
1430,27590,2013.0,2,1431,2,6,2,79918.0,0,2,2,2,10
689,2500,2002.0,0,1742,2,3,2,88741.94803113553,0,1,1,3,2
8125,8900,2011.0,32,1147,6,3,2,149084.0,0,0,3,0,12
9706,3295,2005.0,34,662,2,3,2,88741.94803113553,0,0,1,9,5
5757,7995,2011.0,35,1359,3,8,2,85981.0,0,1,3,9,9
6443,467,2015.0,12,1843,6,6,2,133041.0,0,0,0,10,12
4282,15681,2016.0,14,1781,6,5,2,59190.0,0,0,1,0,5
5584,8500,2015.0,11,1520,2,5,2,88000.0,0,0,1,3,10
4077,14500,2006.0,11,1099,2,8,0,233887.0,0,0,2,10,10
6568,19495,2019.0,25,1580,6,3,2,27910.0,0,0,0,0,8
3757,20990,2012.0,11,1516,2,6,2,37234.0,0,2,2,3,8
772,3650,2007.0,11,2067,6,5,2,138582.0,0,0,1,13,10
9174,18999,2013.0,1,359,6,3,2,64956.0,0,0,3,9,12
3281,7340,2008.0,34,1293,6,5,2,244631.0,0,0,0,0,10
6263,21991,2020.0,14,2171,6,3,2,10234.0,0,0,0,0,1
1806,1000,2020.0,37,327,0,7,4,88741.94803113553,0,2,3,1,4
356,2450,2006.0,6,2114,6,5,2,201230.0,0,0,1,11,4
3466,4990,2007.0,34,432,2,5,2,262776.0,0,0,1,9,5
4339,0,2012.0,17,1414,6,8,2,52352.0,0,0,3,13,12
5949,14995,2003.0,37,271,6,6,2,73000.0,0,0,0,0,3
608,16980,2017.0,11,2131,2,5,2,85566.0,0,0,2,11,0
5240,26900,2016.0,11,2008,2,6,2,31124.0,0,0,2,10,10
9020,12000,2012.0,18,1959,0,3,2,57000.0,0,0,0,13,12
3619,7500,2008.0,19,1352,6,5,2,174000.0,0,0,2,9,0
1448,33688,2017.0,17,2250,0,5,2,27955.0,0,0,0,0,0
285,10900,2012.0,5,1998,6,6,2,230262.0,0,0,2,13,9
5937,21194,2018.0,26,402,6,3,2,39320.0,0,0,1,9,5
9554,4500,1960.0,8,2321,6,8,2,88741.94803113553,0,0,3,13,12
